CAT	STEM	SYMBOL	FILE
5_ABSENT	fb_decision_tree_feature_importance		
5_ABSENT	fb_decision_tree_fit		
5_ABSENT	fb_decision_tree_predict		
5_ABSENT	fb_dftd3_dispersion_energy		
5_ABSENT	fb_dftd3_dispersion_forces		
5_ABSENT	fb_dftd4_dispersion_energy		
5_ABSENT	fb_dftd4_dispersion_forces		
5_ABSENT	fb_dnn_adaptivepool		
5_ABSENT	fb_dnn_avgpool_backward		
5_ABSENT	fb_dnn_avgpool_forward		
5_ABSENT	fb_dnn_batchnorm_backward		
5_ABSENT	fb_dnn_batchnorm_forward_inference		
5_ABSENT	fb_dnn_batchnorm_forward_training		
5_ABSENT	fb_dnn_conv2d_forward		
5_ABSENT	fb_dnn_conv3d_forward		
5_ABSENT	fb_dnn_conv_backward_bias		
5_ABSENT	fb_dnn_conv_backward_data		
5_ABSENT	fb_dnn_conv_backward_filter		
5_ABSENT	fb_dnn_conv_batchnorm_relu		
5_ABSENT	fb_dnn_conv_bias_relu		
5_ABSENT	fb_dnn_conv_depthwise		
5_ABSENT	fb_dnn_conv_dilated		
5_ABSENT	fb_dnn_conv_find_algorithm		
5_ABSENT	fb_dnn_conv_grouped		
5_ABSENT	fb_dnn_conv_transposed		
5_ABSENT	fb_dnn_dropout_backward		
5_ABSENT	fb_dnn_dropout_forward		
5_ABSENT	fb_dnn_elu		
5_ABSENT	fb_dnn_flash_attention_backward		
5_ABSENT	fb_dnn_flash_attention_forward		
5_ABSENT	fb_dnn_gelu		
5_ABSENT	fb_dnn_globalpool		
5_ABSENT	fb_dnn_groupnorm_forward		
5_ABSENT	fb_dnn_gru_forward		
5_ABSENT	fb_dnn_instancenorm_forward		
5_ABSENT	fb_dnn_layernorm_backward		
5_ABSENT	fb_dnn_layernorm_forward		
5_ABSENT	fb_dnn_leaky_relu		
5_ABSENT	fb_dnn_linear_gelu		
5_ABSENT	fb_dnn_linear_relu		
5_ABSENT	fb_dnn_logsoftmax_backward		
5_ABSENT	fb_dnn_logsoftmax_forward		
5_ABSENT	fb_dnn_lstm_forward		
5_ABSENT	fb_dnn_maxpool_backward		
5_ABSENT	fb_dnn_maxpool_forward		
5_ABSENT	fb_dnn_mish		
5_ABSENT	fb_dnn_multi_head_attention		
5_ABSENT	fb_dnn_relu		
5_ABSENT	fb_dnn_relu_backward		
5_ABSENT	fb_dnn_residual_block		
5_ABSENT	fb_dnn_rnn_backward_data		
5_ABSENT	fb_dnn_rnn_backward_weights		
5_ABSENT	fb_dnn_rnn_forward		
5_ABSENT	fb_dnn_scaled_dot_product_attention		
5_ABSENT	fb_dnn_sigmoid		
5_ABSENT	fb_dnn_softmax_backward		
5_ABSENT	fb_dnn_softmax_forward		
5_ABSENT	fb_dnn_softplus		
5_ABSENT	fb_dnn_swish		
5_ABSENT	fb_dnn_tanh		
5_ABSENT	fb_einsum		
5_ABSENT	fb_elastic_net_fit		
5_ABSENT	fb_equivariant_mlp		
5_ABSENT	fb_equivariant_pooling		
5_ABSENT	fb_ewald_energy		
5_ABSENT	fb_ewald_forces		
5_ABSENT	fb_feature_recursive_elimination		
5_ABSENT	fb_feature_univariate_selection		
5_ABSENT	fb_feature_variance_threshold		
5_ABSENT	fb_fft_clear_callbacks		
5_ABSENT	fb_fft_commit		
5_ABSENT	fb_fft_create_plan_1d		
5_ABSENT	fb_fft_create_plan_2d		
5_ABSENT	fb_fft_create_plan_3d		
5_ABSENT	fb_fft_create_plan_many		
5_ABSENT	fb_fft_destroy		
5_ABSENT	fb_fft_estimate_workspace_1d		
5_ABSENT	fb_fft_execute_backward_c2c		
5_ABSENT	fb_fft_execute_backward_c2r		
5_ABSENT	fb_fft_execute_backward_z2d		
5_ABSENT	fb_fft_execute_backward_z2z		
5_ABSENT	fb_fft_execute_forward_c2c		
5_ABSENT	fb_fft_execute_forward_d2z		
5_ABSENT	fb_fft_execute_forward_r2c		
5_ABSENT	fb_fft_execute_forward_z2z		
5_ABSENT	fb_fft_execute_multi_gpu		
5_ABSENT	fb_fft_execute_round_trip_d2z2d		
5_ABSENT	fb_fft_execute_round_trip_r2c2r		
5_ABSENT	fb_fft_free_distributed		
5_ABSENT	fb_fft_get_backend_name		
5_ABSENT	fb_fft_get_max_dimensions		
5_ABSENT	fb_fft_get_optimal_size		
5_ABSENT	fb_fft_get_supported_transforms		
5_ABSENT	fb_fft_get_version		
5_ABSENT	fb_fft_get_workspace_size		
5_ABSENT	fb_fft_is_size_optimal		
5_ABSENT	fb_fft_malloc_distributed		
5_ABSENT	fb_fft_plan		
5_ABSENT	fb_fft_set_gpus		
5_ABSENT	fb_fft_set_load_callback		
5_ABSENT	fb_fft_set_normalization		
5_ABSENT	fb_fft_set_parameter		
5_ABSENT	fb_fft_set_placement		
5_ABSENT	fb_fft_set_scale		
5_ABSENT	fb_fft_set_store_callback		
5_ABSENT	fb_fft_set_stream		
5_ABSENT	fb_fft_set_stride		
5_ABSENT	fb_fft_wait_stream		
5_ABSENT	fb_gemm_bias_bf16		
5_ABSENT	fb_gemm_bias_fp32		
5_ABSENT	fb_gemm_bias_gelu_bf16		
5_ABSENT	fb_gemm_bias_gelu_fp32		
5_ABSENT	fb_gemm_bias_int8		
5_ABSENT	fb_gemm_bias_layernorm_bf16		
5_ABSENT	fb_gemm_bias_layernorm_fp32		
5_ABSENT	fb_gemm_bias_relu_bf16		
5_ABSENT	fb_gemm_bias_relu_fp32		
5_ABSENT	fb_gemm_bias_residual_relu_bf16		
5_ABSENT	fb_gemm_bias_residual_relu_fp32		
5_ABSENT	fb_gemm_bias_sigmoid_bf16		
5_ABSENT	fb_gemm_bias_sigmoid_fp32		
5_ABSENT	fb_gemm_bias_tanh_bf16		
5_ABSENT	fb_gemm_bias_tanh_fp32		
5_ABSENT	fb_gemm_fp8_e4m3		
5_ABSENT	fb_gemm_fused_bias_add		
5_ABSENT	fb_gemm_fused_gelu		
5_ABSENT	fb_gemm_fused_relu		
5_ABSENT	fb_gemm_fused_scale_act		
5_ABSENT	fb_gemm_fused_silu		
5_ABSENT	fb_gemm_fused_swish		
5_ABSENT	fb_gemm_int4		
5_ABSENT	fb_gemm_unified		
5_ABSENT	fb_geometric_message_passing		
5_ABSENT	fb_group_action		
5_ABSENT	fb_hierarchical_cut		
5_ABSENT	fb_hierarchical_fit		
5_ABSENT	fb_impute_knn		
5_ABSENT	fb_impute_mean		
5_ABSENT	fb_impute_median		
5_ABSENT	fb_irrep_tensor_product		
5_ABSENT	fb_kfold_split		
5_ABSENT	fb_kmeans_fit		
5_ABSENT	fb_kmeans_inertia		
5_ABSENT	fb_kmeans_predict		
5_ABSENT	fb_lasso_regression_fit		
5_ABSENT	fb_linear_regression_fit		
5_ABSENT	fb_linear_regression_predict		
5_ABSENT	fb_linear_regression_score		
5_ABSENT	fb_logistic_regression_fit		
5_ABSENT	fb_logistic_regression_predict		
5_ABSENT	fb_logistic_regression_predict_proba		
5_ABSENT	fb_lpgemm_bf16		
5_ABSENT	fb_lpgemm_bf16_bf16		
5_ABSENT	fb_lpgemm_fp32		
5_ABSENT	fb_lpgemm_int8		
5_ABSENT	fb_lpgemm_int8_fp32		
5_ABSENT	fb_min_max_scale		
5_ABSENT	fb_nccl_allgather		
5_ABSENT	fb_nccl_allreduce		
5_ABSENT	fb_nccl_alltoall		
5_ABSENT	fb_nccl_broadcast		
5_ABSENT	fb_nccl_comm_split		
5_ABSENT	fb_nccl_gather		
5_ABSENT	fb_nccl_group_end		
5_ABSENT	fb_nccl_group_start		
5_ABSENT	fb_nccl_recv		
5_ABSENT	fb_nccl_reduce		
5_ABSENT	fb_nccl_reducescatter		
5_ABSENT	fb_nccl_scatter		
5_ABSENT	fb_nccl_send		
5_ABSENT	fb_neighbor_list_allpairs		
5_ABSENT	fb_neighbor_list_celllist		
5_ABSENT	fb_neighbor_list_verlet		
5_ABSENT	fb_normalize		
5_ABSENT	fb_normalize_unified		
5_ABSENT	fb_parity_transform		
5_ABSENT	fb_pca_explained_variance		
5_ABSENT	fb_pca_fit		
5_ABSENT	fb_pca_fit_transform		
5_ABSENT	fb_pca_inverse_transform		
5_ABSENT	fb_pca_transform		
5_ABSENT	fb_permutation_equivariant_attention		
5_ABSENT	fb_permutation_invariant_aggregation		
5_ABSENT	fb_pme_auto_energy		
5_ABSENT	fb_pme_auto_forces		
5_ABSENT	fb_pme_energy		
5_ABSENT	fb_pme_forces		
5_ABSENT	fb_prim_adjacent_difference		
5_ABSENT	fb_prim_copy_if		
5_ABSENT	fb_prim_discontinuity		
5_ABSENT	fb_prim_exchange_block_to_striped		
5_ABSENT	fb_prim_exchange_striped_to_block		
5_ABSENT	fb_prim_gather		
5_ABSENT	fb_prim_histogram_even		
5_ABSENT	fb_prim_histogram_range		
5_ABSENT	fb_prim_merge		
5_ABSENT	fb_prim_merge_by_key		
5_ABSENT	fb_prim_merge_sort		
5_ABSENT	fb_prim_nth_element		
5_ABSENT	fb_prim_partial_sort		
5_ABSENT	fb_prim_partition		
5_ABSENT	fb_prim_partition_three_way		
5_ABSENT	fb_prim_radix_sort		
5_ABSENT	fb_prim_reduce		
5_ABSENT	fb_prim_reduce_block		
5_ABSENT	fb_prim_reduce_by_key		
5_ABSENT	fb_prim_reduce_device		
5_ABSENT	fb_prim_reduce_warp		
5_ABSENT	fb_prim_scan_by_key		
5_ABSENT	fb_prim_scan_exclusive		
5_ABSENT	fb_prim_scan_inclusive		
5_ABSENT	fb_prim_scatter		
5_ABSENT	fb_prim_select_flagged		
5_ABSENT	fb_prim_select_if		
5_ABSENT	fb_prim_shuffle_rotate		
5_ABSENT	fb_prim_shuffle_up		
5_ABSENT	fb_prim_sort_keys		
5_ABSENT	fb_prim_sort_pairs		
5_ABSENT	fb_prim_transform		
5_ABSENT	fb_prim_transform_if		
5_ABSENT	fb_prim_unique		
5_ABSENT	fb_prim_unique_by_key		
5_ABSENT	fb_qgemm_bias_gelu_int8		
5_ABSENT	fb_qgemm_bias_relu_int8		
5_ABSENT	fb_qgemm_int8_asymmetric		
5_ABSENT	fb_radial_basis_functions		
5_ABSENT	fb_reduce_unified		
5_ABSENT	fb_reflect_positions		
5_ABSENT	fb_ridge_regression_fit		
5_ABSENT	fb_rng_bernoulli		
5_ABSENT	fb_rng_beta		
5_ABSENT	fb_rng_binomial		
5_ABSENT	fb_rng_cauchy		
5_ABSENT	fb_rng_create_philox		
5_ABSENT	fb_rng_destroy		
5_ABSENT	fb_rng_exponential		
5_ABSENT	fb_rng_gamma		
5_ABSENT	fb_rng_gaussian		
5_ABSENT	fb_rng_get_state_size		
5_ABSENT	fb_rng_lognormal		
5_ABSENT	fb_rng_poisson		
5_ABSENT	fb_rng_set_seed		
5_ABSENT	fb_rng_skip_ahead		
5_ABSENT	fb_rng_uniform		
5_ABSENT	fb_rotate_irreps		
5_ABSENT	fb_rotate_spherical_harmonics		
5_ABSENT	fb_se3_convolution		
5_ABSENT	fb_sparse_add		
5_ABSENT	fb_sparse_bicg		
5_ABSENT	fb_sparse_bicgstab		
5_ABSENT	fb_sparse_cg		
5_ABSENT	fb_sparse_convert_bsr		
5_ABSENT	fb_sparse_convert_coo		
5_ABSENT	fb_sparse_convert_csr		
5_ABSENT	fb_sparse_copy		
5_ABSENT	fb_sparse_create_bsr		
5_ABSENT	fb_sparse_create_coo		
5_ABSENT	fb_sparse_create_csc		
5_ABSENT	fb_sparse_create_csr		
5_ABSENT	fb_sparse_destroy		
5_ABSENT	fb_sparse_export		
5_ABSENT	fb_sparse_fgmres		
5_ABSENT	fb_sparse_get_format		
5_ABSENT	fb_sparse_get_size		
5_ABSENT	fb_sparse_gmres		
5_ABSENT	fb_sparse_hermm		
5_ABSENT	fb_sparse_hermv		
5_ABSENT	fb_sparse_minres		
5_ABSENT	fb_sparse_mm		
5_ABSENT	fb_sparse_mv		
5_ABSENT	fb_sparse_optimize		
5_ABSENT	fb_sparse_precond_apply		
5_ABSENT	fb_sparse_precond_gs		
5_ABSENT	fb_sparse_precond_ic0_create		
5_ABSENT	fb_sparse_precond_ilu0_create		
5_ABSENT	fb_sparse_precond_ilup_create		
5_ABSENT	fb_sparse_precond_jacobi_create		
5_ABSENT	fb_sparse_precond_trsv_lower		
5_ABSENT	fb_sparse_prune_to_2_4		
5_ABSENT	fb_sparse_qmr		
5_ABSENT	fb_sparse_set_diag_type		
5_ABSENT	fb_sparse_set_fill_mode		
5_ABSENT	fb_sparse_set_matrix_type		
5_ABSENT	fb_sparse_set_mm_hint		
5_ABSENT	fb_sparse_set_mv_hint		
5_ABSENT	fb_sparse_set_sv_hint		
5_ABSENT	fb_sparse_solver_destroy		
5_ABSENT	fb_sparse_solver_get_iters		
5_ABSENT	fb_sparse_solver_get_residual		
5_ABSENT	fb_sparse_solver_init		
5_ABSENT	fb_sparse_solver_set_maxiter		
5_ABSENT	fb_sparse_solver_set_precond		
5_ABSENT	fb_sparse_solver_set_tol		
5_ABSENT	fb_sparse_solver_solve		
5_ABSENT	fb_sparse_spmm		
5_ABSENT	fb_sparse_spmv		
5_ABSENT	fb_sparse_structured_create_2_4		
5_ABSENT	fb_sparse_structured_get_compression_ratio		
5_ABSENT	fb_sparse_symm		
5_ABSENT	fb_sparse_symv		
5_ABSENT	fb_sparse_syr2k		
5_ABSENT	fb_sparse_syrk		
5_ABSENT	fb_sparse_tfqmr		
5_ABSENT	fb_sparse_trsm		
5_ABSENT	fb_sparse_trsv		
5_ABSENT	fb_spherical_harmonics		
5_ABSENT	fb_spherical_to_cartesian		
5_ABSENT	fb_spline_create_1d_akima		
5_ABSENT	fb_spline_create_1d_bessel		
5_ABSENT	fb_spline_create_1d_cubic		
5_ABSENT	fb_spline_create_1d_hermite		
5_ABSENT	fb_spline_create_1d_linear		
5_ABSENT	fb_spline_create_1d_quadratic		
5_ABSENT	fb_spline_create_2d_cubic		
5_ABSENT	fb_spline_create_2d_linear		
5_ABSENT	fb_spline_destroy		
5_ABSENT	fb_spline_eval		
5_ABSENT	fb_spline_eval_batch		
5_ABSENT	fb_spline_eval_derivative		
5_ABSENT	fb_spline_eval_integral		
5_ABSENT	fb_spline_get_breakpoints		
5_ABSENT	fb_spline_get_coefficients		
5_ABSENT	fb_spline_search_cell		
5_ABSENT	fb_standardize		
5_ABSENT	fb_stats_central_moments		
5_ABSENT	fb_stats_correlation		
5_ABSENT	fb_stats_correlation_matrix		
5_ABSENT	fb_stats_covariance		
5_ABSENT	fb_stats_covariance_matrix		
5_ABSENT	fb_stats_histogram		
5_ABSENT	fb_stats_iqr_outliers		
5_ABSENT	fb_stats_kde		
5_ABSENT	fb_stats_kurtosis		
5_ABSENT	fb_stats_mean		
5_ABSENT	fb_stats_median		
5_ABSENT	fb_stats_min_max		
5_ABSENT	fb_stats_modified_zscore		
5_ABSENT	fb_stats_percentile		
5_ABSENT	fb_stats_quantile		
5_ABSENT	fb_stats_quartiles		
5_ABSENT	fb_stats_raw_moments		
5_ABSENT	fb_stats_skewness		
5_ABSENT	fb_stats_std		
5_ABSENT	fb_stats_sum		
5_ABSENT	fb_stats_variance		
5_ABSENT	fb_stats_zscore		
5_ABSENT	fb_svd_truncated		
5_ABSENT	fb_train_test_split		
5_ABSENT	fb_translate_positions		
5_ABSENT	fb_vacos		
5_ABSENT	fb_vacosh		
5_ABSENT	fb_vasin		
5_ABSENT	fb_vasinh		
5_ABSENT	fb_vatan		
5_ABSENT	fb_vatanh		
5_ABSENT	fb_vcbrt		
5_ABSENT	fb_vcos		
5_ABSENT	fb_vcosh		
5_ABSENT	fb_verf		
5_ABSENT	fb_verfc		
5_ABSENT	fb_verfinv		
5_ABSENT	fb_vexp		
5_ABSENT	fb_vexp2		
5_ABSENT	fb_vgamma		
5_ABSENT	fb_vinvcbrt		
5_ABSENT	fb_vinvsqrt		
5_ABSENT	fb_vj0		
5_ABSENT	fb_vj1		
5_ABSENT	fb_vlgamma		
5_ABSENT	fb_vlog		
5_ABSENT	fb_vlog10		
5_ABSENT	fb_vlog2		
5_ABSENT	fb_vpow		
5_ABSENT	fb_vpow2o3		
5_ABSENT	fb_vpow3o2		
5_ABSENT	fb_vsin		
5_ABSENT	fb_vsinh		
5_ABSENT	fb_vsqrt		
5_ABSENT	fb_vtan		
5_ABSENT	fb_vtanh		
5_ABSENT	fb_vy0		
5_ABSENT	fb_vy1		
5_ABSENT	fb_wigner_d_matrix		
5_ABSENT	scsum1		
5_ABSENT	sgeequ		
5_ABSENT	sgees		
5_ABSENT	sgemm_ptr		
5_ABSENT	sgemm_strided		
5_ABSENT	sgeqpf		
5_ABSENT	sgesvxx		
5_ABSENT	sgtcon		
5_ABSENT	sgtrfs		
5_ABSENT	shgeqz		
5_ABSENT	slabad		
5_ABSENT	sladiv		
5_ABSENT	slaebz		
5_ABSENT	slaed0		
5_ABSENT	slaed1		
5_ABSENT	slaed2		
5_ABSENT	slaed3		
5_ABSENT	slaed4		
5_ABSENT	slaed7		
5_ABSENT	slaed8		
5_ABSENT	slaed9		
5_ABSENT	slahrd		
5_ABSENT	slaln2		
5_ABSENT	slaqps		
5_ABSENT	slarfb		
5_ABSENT	slarfx		
5_ABSENT	slarrj		
5_ABSENT	slarrk		
5_ABSENT	slarrr		
5_ABSENT	slarrv		
5_ABSENT	slarz		
5_ABSENT	slarzb		
5_ABSENT	slarzt		
5_ABSENT	sorghr		
5_ABSENT	sorgtr		
5_ABSENT	sormhr		
5_ABSENT	sparse		
5_ABSENT	sptrfs		
5_ABSENT	spttrf		
5_ABSENT	spttrs		
5_ABSENT	srscl		
5_ABSENT	ssptrf		
5_ABSENT	ssptrs		
5_ABSENT	ssytrf		
5_ABSENT	ssytri2		
5_ABSENT	zgbmvx		
5_ABSENT	zgees		
5_ABSENT	zgemm_ptr		
5_ABSENT	zgemm_strided		
5_ABSENT	zhesvx		
5_ABSENT	zhetrf_rook		
5_ABSENT	zhgeqz		
5_ABSENT	zhprfs		
5_ABSENT	zlacon		
5_ABSENT	zlahqr		
5_ABSENT	zlansy		
5_ABSENT	zlarnv		
5_ABSENT	zlaset		
5_ABSENT	zlaswp		
5_ABSENT	zsprfs		
5_ABSENT	zsysvx		
5_ABSENT	zsytrf_rook		
5_ABSENT	ztprfs		
5_ABSENT	zunmhr		
