CAT	STEM	SYMBOL	FILE
4_PLAIN_IN_SOURCE	dlasd7	dlasd7	src/lapack/auxiliary/dlasd7.c
4_PLAIN_IN_SOURCE	dlasd8	dlasd8	src/lapack/auxiliary/dlasd8.c
4_PLAIN_IN_SOURCE	dlasda	dlasda	src/lapack/computational/dlasda.c
4_PLAIN_IN_SOURCE	dlasdq	dlasdq	src/lapack/computational/dlasdq.c
4_PLAIN_IN_SOURCE	dlasdt	dlasdt	src/lapack/computational/dlasdt.c
4_PLAIN_IN_SOURCE	dlaset	dlaset	src/lapack/auxiliary/dlaset.c
4_PLAIN_IN_SOURCE	dlasq1	dlasq1	src/lapack/computational/dlasq1.c
4_PLAIN_IN_SOURCE	dlasq2	dlasq2	src/lapack/computational/dlasq2.c
4_PLAIN_IN_SOURCE	dlasq3	dlasq3	src/lapack/computational/dlasq3.c
4_PLAIN_IN_SOURCE	dlasq4	dlasq4	src/lapack/auxiliary/dlasq4.c
4_PLAIN_IN_SOURCE	dlasq5	dlasq5	src/lapack/auxiliary/dlasq5.c
4_PLAIN_IN_SOURCE	dlasq6	dlasq6	src/lapack/auxiliary/dlasq6.c
4_PLAIN_IN_SOURCE	dlasr	dlasr	src/lapack/computational/dlasr.c
4_PLAIN_IN_SOURCE	dlassq	dlassq	src/lapack/auxiliary/dlassq.c
4_PLAIN_IN_SOURCE	dlasv2	dlasv2_	src/lapack/computational/dlasv2.c
4_PLAIN_IN_SOURCE	dlaswp	dlaswp	src/lapack/auxiliary/laswp.c
4_PLAIN_IN_SOURCE	dlatbs	dlatbs	src/lapack/auxiliary/dlatbs.c
4_PLAIN_IN_SOURCE	dlatdf	dlatdf	src/lapack/auxiliary/dlatdf.c
4_PLAIN_IN_SOURCE	dlatps	dlatps	src/lapack/auxiliary/dlatps.c
4_PLAIN_IN_SOURCE	dlatrd	dlatrd	src/lapack/auxiliary/dlatrd.c
4_PLAIN_IN_SOURCE	dlatrs	dlatrs	src/lapack/auxiliary/dlatrs.c
4_PLAIN_IN_SOURCE	dlatrz	dlatrz	src/lapack/auxiliary/dlatrz.c
4_PLAIN_IN_SOURCE	dlauu2	dlauu2	src/lapack/auxiliary/dlauu2.c
4_PLAIN_IN_SOURCE	dlauum	dlauum	src/lapack/auxiliary/dlauum.c
4_PLAIN_IN_SOURCE	domatadd	domatadd	src/blas/level3/blas_ext_compat.c
4_PLAIN_IN_SOURCE	domatcopy	domatcopy	src/blas/level3/blas_ext_compat.c
4_PLAIN_IN_SOURCE	domatcopy2	domatcopy2	src/blas/level3/blas_ext_compat.c
4_PLAIN_IN_SOURCE	domatcopy_batch	domatcopy_batch	src/blas/level3/blas_ext_compat.c
4_PLAIN_IN_SOURCE	domatcopy_batch_strided	domatcopy_batch_strided	src/blas/level3/blas_ext_compat.c
4_PLAIN_IN_SOURCE	dorg2l	dorg2l	src/lapack/computational/dorg2l.c
4_PLAIN_IN_SOURCE	dorgbr	dorgbr	src/lapack/computational/dorgbr.c
4_PLAIN_IN_SOURCE	dorgl2	dorgl2	src/lapack/computational/dorgl2.c
4_PLAIN_IN_SOURCE	dorglq	dorglq	src/lapack/drivers/qr_householder_ref.c
4_PLAIN_IN_SOURCE	dorgql	dorgql	src/lapack/computational/dorgql.c
4_PLAIN_IN_SOURCE	dorgr2	dorgr2	src/lapack/computational/dorgr2.c
4_PLAIN_IN_SOURCE	dorgrq	dorgrq	src/lapack/computational/dorgrq.c
4_PLAIN_IN_SOURCE	dormlq	dormlq	src/lapack/computational/dormlq.c
4_PLAIN_IN_SOURCE	dormql	dormql	src/lapack/computational/dormql.c
4_PLAIN_IN_SOURCE	dormr3	dormr3	src/lapack/computational/dormr3.c
4_PLAIN_IN_SOURCE	dormrq	dormrq	src/lapack/computational/dormrq.c
4_PLAIN_IN_SOURCE	dormrz	dormrz	src/lapack/computational/dormrz.c
4_PLAIN_IN_SOURCE	dpbcon	dpbcon	src/lapack/computational/dpbcon.c
4_PLAIN_IN_SOURCE	dpbequ	dpbequ	src/lapack/computational/dpbequ.c
4_PLAIN_IN_SOURCE	dpbrfs	dpbrfs	src/lapack/computational/dpbrfs.c
4_PLAIN_IN_SOURCE	dpbsv	dpbsv	src/lapack/drivers/posv_pbsv_ppsv_impl.c
4_PLAIN_IN_SOURCE	dpbsvx	dpbsvx	src/lapack/drivers/missing_stubs.c
4_PLAIN_IN_SOURCE	dpbtrf	dpbtrf	src/lapack/computational/dpbtrf.c
4_PLAIN_IN_SOURCE	dpbtrs	dpbtrs	src/lapack/computational/dpbtrs.c
4_PLAIN_IN_SOURCE	dpocon	dpocon_	src/lapack/computational/dpocon.c
4_PLAIN_IN_SOURCE	dporfs	dporfs_	src/lapack/computational/dporfs.c
4_PLAIN_IN_SOURCE	dposv	dposv	src/lapack/drivers/posv_pbsv_ppsv_impl.c
4_PLAIN_IN_SOURCE	dposvx	dposvx_	src/lapack/drivers/missing_stubs.c
4_PLAIN_IN_SOURCE	dposvxx	dposvxx	src/lapack/drivers/extra_precise_stubs.c
4_PLAIN_IN_SOURCE	dppcon	dppcon	src/lapack/computational/dppcon.c
4_PLAIN_IN_SOURCE	dppequ	dppequ	src/lapack/computational/dppequ.c
4_PLAIN_IN_SOURCE	dpprfs	dpprfs	src/lapack/computational/dpprfs.c
4_PLAIN_IN_SOURCE	dppsv	dppsv	src/lapack/drivers/posv_pbsv_ppsv_impl.c
4_PLAIN_IN_SOURCE	dppsvx	dppsvx	src/lapack/drivers/missing_stubs.c
4_PLAIN_IN_SOURCE	dpptrf	dpptrf	src/lapack/computational/dpptrf.c
4_PLAIN_IN_SOURCE	dpptri	dpptri	src/lapack/computational/dpptri.c
4_PLAIN_IN_SOURCE	dpptrs	dpptrs	src/lapack/computational/dpptrs.c
4_PLAIN_IN_SOURCE	dptcon	dptcon	src/lapack/computational/dptcon.c
4_PLAIN_IN_SOURCE	dptrfs	dptrfs	src/lapack/computational/dptrfs.c
4_PLAIN_IN_SOURCE	dptsv	dptsv	src/lapack/drivers/ptsv_ref.c
4_PLAIN_IN_SOURCE	dptsvx	dptsvx	src/lapack/drivers/ptsv_ref.c
4_PLAIN_IN_SOURCE	dsbev	dsbev	src/lapack/drivers/sbev_ref.c
4_PLAIN_IN_SOURCE	dsbevd	dsbevd	src/lapack/drivers/missing_stubs.c
4_PLAIN_IN_SOURCE	dsbevx	dsbevx	src/lapack/drivers/missing_stubs.c
4_PLAIN_IN_SOURCE	dsbgv	dsbgv	src/lapack/drivers/banded_eigenvalue_ref.c
4_PLAIN_IN_SOURCE	dsbgvd	dsbgvd	src/lapack/drivers/banded_eigenvalue_ref.c
4_PLAIN_IN_SOURCE	dsbgvx	dsbgvx	src/lapack/drivers/banded_eigenvalue_ref.c
4_PLAIN_IN_SOURCE	dsbtrf	dsbtrf	src/lapack/computational/dsbtrf.c
4_PLAIN_IN_SOURCE	dspcon	dspcon	src/lapack/computational/dspcon.c
4_PLAIN_IN_SOURCE	dspev	dspev	src/lapack/drivers/packed_eigenvalue_ref.c
4_PLAIN_IN_SOURCE	dspevd	dspevd	src/lapack/drivers/packed_eigenvalue_ref.c
4_PLAIN_IN_SOURCE	dspevx	dspevx	src/lapack/drivers/packed_eigenvalue_ref.c
4_PLAIN_IN_SOURCE	dspgv	dspgv	src/lapack/drivers/packed_eigenvalue_ref.c
4_PLAIN_IN_SOURCE	dspgvd	dspgvd	src/lapack/drivers/packed_eigenvalue_ref.c
4_PLAIN_IN_SOURCE	dspgvx	dspgvx	src/lapack/drivers/packed_eigenvalue_ref.c
4_PLAIN_IN_SOURCE	dspsv	dspsv	src/lapack/drivers/spsv_ref.c
4_PLAIN_IN_SOURCE	dspsvx	dspsvx	src/lapack/drivers/spsv_ref.c
4_PLAIN_IN_SOURCE	dsptri	dsptri_	src/lapack/drivers/sytri_ref.c
4_PLAIN_IN_SOURCE	dstedc	dstedc	src/lapack/computational/dstedc.c
4_PLAIN_IN_SOURCE	dstegr	dstegr	src/lapack/computational/dstegr.c
4_PLAIN_IN_SOURCE	dsteqr	dsteqr	src/lapack/computational/dsteqr.c
4_PLAIN_IN_SOURCE	dsterf	dsterf	src/lapack/computational/dsterf.c
4_PLAIN_IN_SOURCE	dstev	dstev_	src/lapack/drivers/stev_ref.c
4_PLAIN_IN_SOURCE	dstevd	dstevd	src/lapack/computational/dstevd.c
4_PLAIN_IN_SOURCE	dstevr	dstevr	src/lapack/computational/dstevr.c
4_PLAIN_IN_SOURCE	dstevx	dstevx	src/lapack/computational/dstevx.c
4_PLAIN_IN_SOURCE	dsycon	dsycon	src/lapack/computational/dsycon.c
4_PLAIN_IN_SOURCE	dsyevr	dsyevr	src/lapack/drivers/syev_ref.c
4_PLAIN_IN_SOURCE	dsygst	dsygst	src/lapack/computational/dsygst.c
4_PLAIN_IN_SOURCE	dsysvx	dsysvx	src/lapack/drivers/sysv_ref.c
4_PLAIN_IN_SOURCE	dsysvxx	dsysvxx	src/lapack/drivers/extra_precise_stubs.c
4_PLAIN_IN_SOURCE	dsytrf_rook	dsytrf_rook	src/lapack/computational/dsytrf_rook.c
4_PLAIN_IN_SOURCE	dtbcon	dtbcon	src/lapack/computational/dtbcon.c
4_PLAIN_IN_SOURCE	dtbrfs	dtbrfs	src/lapack/computational/dtbrfs.c
4_PLAIN_IN_SOURCE	dtbtrs	dtbtrs	src/lapack/computational/dtbtrs.c
4_PLAIN_IN_SOURCE	dtgevc	dtgevc	src/lapack/computational/dtgevc.c
4_PLAIN_IN_SOURCE	dtgex2	dtgex2	src/lapack/auxiliary/dtgex2.c
4_PLAIN_IN_SOURCE	dtgexc	dtgexc	src/lapack/computational/dtgexc.c
4_PLAIN_IN_SOURCE	dtgsen	dtgsen	src/lapack/computational/dtgsen.c
4_PLAIN_IN_SOURCE	dtgsja	dtgsja	src/lapack/computational/dtgsja.c
4_PLAIN_IN_SOURCE	dtgsna	dtgsna	src/lapack/computational/dtgsna.c
4_PLAIN_IN_SOURCE	dtgsy2	dtgsy2	src/lapack/computational/dtgsy2.c
4_PLAIN_IN_SOURCE	dtgsyl	dtgsyl	src/lapack/computational/dtgsyl.c
4_PLAIN_IN_SOURCE	dtpcon	dtpcon	src/lapack/computational/dtpcon.c
4_PLAIN_IN_SOURCE	dtprfs	dtprfs	src/lapack/computational/dtprfs.c
4_PLAIN_IN_SOURCE	dtptri	dtptri	src/lapack/computational/dtptri.c
4_PLAIN_IN_SOURCE	dtptrs	dtptrs	src/lapack/computational/dtptrs.c
4_PLAIN_IN_SOURCE	dtrcon	dtrcon	src/lapack/computational/dtrcon.c
4_PLAIN_IN_SOURCE	dtrrfs	dtrrfs	src/lapack/computational/dtrrfs.c
4_PLAIN_IN_SOURCE	dtzrzf	dtzrzf	src/lapack/computational/dtzrzf.c
4_PLAIN_IN_SOURCE	sbdsdc	sbdsdc	src/lapack/computational/sbdsdc.c
4_PLAIN_IN_SOURCE	sgbcon	sgbcon_	src/lapack/drivers/condition_estimation_ref.c
4_PLAIN_IN_SOURCE	sgbequ	sgbequ	src/lapack/computational/sgbequ.c
4_PLAIN_IN_SOURCE	sgbmvx	sgbmvx	src/lapack/auxiliary/sgbmvx_stub.c
4_PLAIN_IN_SOURCE	sgbrfs	sgbrfs_	src/lapack/drivers/iterative_refinement_ref.c
4_PLAIN_IN_SOURCE	sgbsv	sgbsv_	src/lapack/drivers/banded_linear_drivers_ref.c
4_PLAIN_IN_SOURCE	sgbsvx	sgbsvx_	src/lapack/drivers/gbsvx_ref.c
4_PLAIN_IN_SOURCE	sgbtrf	sgbtrf_	src/lapack/drivers/gbtrf_ref.c
4_PLAIN_IN_SOURCE	sgbtrs	sgbtrs_	src/lapack/drivers/gbtrf_ref.c
4_PLAIN_IN_SOURCE	sgebak	sgebak	src/lapack/computational/sgebak.c
4_PLAIN_IN_SOURCE	sgebal	sgebal	src/lapack/computational/sgebal.c
4_PLAIN_IN_SOURCE	sgebd2	sgebd2	src/lapack/computational/sgebd2.c
4_PLAIN_IN_SOURCE	sgecon	sgecon	src/lapack/computational/sgecon.c
4_PLAIN_IN_SOURCE	sgeesx	sgeesx	src/lapack/computational/sgeesx.c
4_PLAIN_IN_SOURCE	sgeevx	sgeevx	src/lapack/computational/sgeevx.c
4_PLAIN_IN_SOURCE	sgehd2	sgehd2	src/lapack/computational/sgehd2.c
4_PLAIN_IN_SOURCE	sgelq2	sgelq2	src/lapack/computational/sgelq2.c
4_PLAIN_IN_SOURCE	sgels	sgels	src/lapack/auxiliary/sgels.c
4_PLAIN_IN_SOURCE	sgelsd	sgelsd	src/lapack/drivers/missing_stubs.c
4_PLAIN_IN_SOURCE	sgelsy	sgelsy	src/lapack/auxiliary/sgelsy.c
4_PLAIN_IN_SOURCE	sgeql2	sgeql2	src/lapack/computational/sgeql2.c
4_PLAIN_IN_SOURCE	sgeqlf	sgeqlf	src/lapack/computational/sgeqlf.c
4_PLAIN_IN_SOURCE	sgerfs	sgerfs_	src/lapack/drivers/gerfs_ref.c
4_PLAIN_IN_SOURCE	sgerq2	sgerq2	src/lapack/computational/sgerq2.c
4_PLAIN_IN_SOURCE	sgesvx	sgesvx_	src/lapack/drivers/gesv_ref.c
4_PLAIN_IN_SOURCE	sgges	sgges	src/lapack/drivers/missing_stubs.c
4_PLAIN_IN_SOURCE	sggesx	sggesx_	src/lapack/computational/sggesx.c
4_PLAIN_IN_SOURCE	sggev	sggev_	src/lapack/computational/sggev.c
4_PLAIN_IN_SOURCE	sggevx	sggevx_	src/lapack/computational/sggevx.c
4_PLAIN_IN_SOURCE	sggglm	sggglm	src/lapack/drivers/missing_stubs.c
4_PLAIN_IN_SOURCE	sgghrd	sgghrd	src/lapack/computational/sgghrd.c
4_PLAIN_IN_SOURCE	sgglse	sgglse	src/lapack/drivers/missing_stubs.c
4_PLAIN_IN_SOURCE	sgtsv	sgtsv_	src/lapack/computational/sgtsv.c
4_PLAIN_IN_SOURCE	sgtsvx	sgtsvx_	src/lapack/drivers/gbsvx_ref.c
4_PLAIN_IN_SOURCE	sgttrf	sgttrf	src/lapack/computational/sgttrf.c
4_PLAIN_IN_SOURCE	sgttrs	sgttrs	src/lapack/computational/sgttrs.c
4_PLAIN_IN_SOURCE	sher	sher_	src/blas/level2/sher.c
4_PLAIN_IN_SOURCE	sher2	sher2_	src/blas/level2/sher2.c
4_PLAIN_IN_SOURCE	shetd2	shetd2	src/lapack/drivers/shetd2.c
4_PLAIN_IN_SOURCE	simatcopy	simatcopy	src/blas/level3/blas_ext_compat.c
4_PLAIN_IN_SOURCE	simatcopy_batch	simatcopy_batch	src/blas/level3/blas_ext_compat.c
4_PLAIN_IN_SOURCE	simatcopy_batch_strided	simatcopy_batch_strided	src/blas/level3/blas_ext_compat.c
4_PLAIN_IN_SOURCE	sla_gbamv	sla_gbamv	src/lapack/auxiliary/sla_gbamv.c
4_PLAIN_IN_SOURCE	slabrd	slabrd	src/lapack/computational/slabrd.c
4_PLAIN_IN_SOURCE	slacon	slacon	src/lapack/auxiliary/clacon.c
4_PLAIN_IN_SOURCE	slaed5	slaed5	src/lapack/computational/slaed5.c
4_PLAIN_IN_SOURCE	slaed6	slaed6	src/lapack/computational/slaed6.c
4_PLAIN_IN_SOURCE	slaeda	slaeda	src/lapack/auxiliary/slaeda.c
4_PLAIN_IN_SOURCE	slaein	slaein	src/lapack/auxiliary/slaein.c
4_PLAIN_IN_SOURCE	slaev2	slaev2	src/lapack/auxiliary/slaev2.c
4_PLAIN_IN_SOURCE	slaexc	slaexc	src/lapack/auxiliary/slaexc.c
4_PLAIN_IN_SOURCE	slags2	slags2	src/lapack/auxiliary/slags2.c
4_PLAIN_IN_SOURCE	slagtf	slagtf	src/lapack/auxiliary/slagtf.c
4_PLAIN_IN_SOURCE	slagtm	slagtm	src/lapack/auxiliary/slagtm.c
4_PLAIN_IN_SOURCE	slagts	slagts	src/lapack/auxiliary/slagts.c
4_PLAIN_IN_SOURCE	slagv2	slagv2	src/lapack/auxiliary/slagv2.c
4_PLAIN_IN_SOURCE	slahqr	slahqr	src/lapack/computational/slahqr.c
4_PLAIN_IN_SOURCE	slaic1	slaic1	src/lapack/auxiliary/slaic1.c
4_PLAIN_IN_SOURCE	slangb	slangb	src/lapack/auxiliary/slangb.c
4_PLAIN_IN_SOURCE	slangt	slangt_	src/lapack/auxiliary/slangt.c
4_PLAIN_IN_SOURCE	slanhs	slanhs	src/lapack/computational/slanhs.c
4_PLAIN_IN_SOURCE	slansb	slansb	src/lapack/auxiliary/slansb.c
4_PLAIN_IN_SOURCE	slansp	slansp	src/lapack/auxiliary/slansp.c
4_PLAIN_IN_SOURCE	slanst	slanst_	src/lapack/auxiliary/slanst.c
4_PLAIN_IN_SOURCE	slantb	slantb	src/lapack/auxiliary/slantb.c
4_PLAIN_IN_SOURCE	slantp	slantp	src/lapack/auxiliary/slantp.c
4_PLAIN_IN_SOURCE	slapmt	slapmt	src/lapack/auxiliary/slapmt.c
4_PLAIN_IN_SOURCE	slapy2	slapy2	src/lapack/auxiliary/slapy2.c
4_PLAIN_IN_SOURCE	slapy3	slapy3	src/lapack/auxiliary/slapy3.c
4_PLAIN_IN_SOURCE	slaqgb	slaqgb	src/lapack/auxiliary/slaqgb.c
4_PLAIN_IN_SOURCE	slaqp2	slaqp2	src/lapack/auxiliary/slaqp2.c
4_PLAIN_IN_SOURCE	slaqr0	slaqr0	src/lapack/auxiliary/slaqr0.c
4_PLAIN_IN_SOURCE	slaqr1	slaqr1	src/lapack/auxiliary/slaqr1.c
4_PLAIN_IN_SOURCE	slaqr2	slaqr2	src/lapack/auxiliary/slaqr2.c
4_PLAIN_IN_SOURCE	slaqsb	slaqsb	src/lapack/auxiliary/slaqsb.c
4_PLAIN_IN_SOURCE	slaqsp	slaqsp	src/lapack/auxiliary/slaqsp.c
4_PLAIN_IN_SOURCE	slar1v	slar1v	src/lapack/auxiliary/slar1v.c
4_PLAIN_IN_SOURCE	slar2v	slar2v	src/lapack/auxiliary/slar2v.c
4_PLAIN_IN_SOURCE	slarge	slarge	src/lapack/auxiliary/slarge.c
4_PLAIN_IN_SOURCE	slarnv	slarnv	src/lapack/auxiliary/clarnv.c
4_PLAIN_IN_SOURCE	slarra	slarra	src/lapack/auxiliary/slarra.c
4_PLAIN_IN_SOURCE	slarrb	slarrb	src/lapack/auxiliary/slarrb.c
4_PLAIN_IN_SOURCE	slarrc	slarrc	src/lapack/auxiliary/slarrc.c
4_PLAIN_IN_SOURCE	slarrd	slarrd	src/lapack/auxiliary/slarrd.c
4_PLAIN_IN_SOURCE	slarre	slarre	src/lapack/auxiliary/slarre.c
4_PLAIN_IN_SOURCE	slarrf	slarrf	src/lapack/computational/slarrf.c
4_PLAIN_IN_SOURCE	slartv	slartv	src/lapack/computational/slartv.c
4_PLAIN_IN_SOURCE	slas2	slas2	src/lapack/auxiliary/slas2.c
4_PLAIN_IN_SOURCE	slasd0	slasd0	src/lapack/computational/slasd0.c
4_PLAIN_IN_SOURCE	slasd1	slasd1	src/lapack/computational/slasd1.c
4_PLAIN_IN_SOURCE	slasd2	slasd2	src/lapack/computational/slasd2.c
4_PLAIN_IN_SOURCE	slasd3	slasd3	src/lapack/computational/slasd3.c
4_PLAIN_IN_SOURCE	slasd4	slasd4	src/lapack/computational/slasd4.c
4_PLAIN_IN_SOURCE	slasd5	slasd5	src/lapack/auxiliary/slasd5.c
4_PLAIN_IN_SOURCE	slasd6	slasd6	src/lapack/auxiliary/slasd6.c
4_PLAIN_IN_SOURCE	slasd7	slasd7	src/lapack/auxiliary/slasd7.c
4_PLAIN_IN_SOURCE	slasd8	slasd8	src/lapack/auxiliary/slasd8.c
4_PLAIN_IN_SOURCE	slasda	slasda	src/lapack/computational/slasda.c
4_PLAIN_IN_SOURCE	slasdq	slasdq	src/lapack/computational/slasdq.c
4_PLAIN_IN_SOURCE	slasdt	slasdt	src/lapack/computational/slasdt.c
4_PLAIN_IN_SOURCE	slaset	slaset	src/lapack/auxiliary/slaset.c
4_PLAIN_IN_SOURCE	slasq1	slasq1	src/lapack/computational/slasq1.c
4_PLAIN_IN_SOURCE	slasq2	slasq2	src/lapack/computational/slasq2.c
4_PLAIN_IN_SOURCE	slasq3	slasq3	src/lapack/computational/slasq3.c
4_PLAIN_IN_SOURCE	slasq4	slasq4	src/lapack/auxiliary/slasq4.c
4_PLAIN_IN_SOURCE	slasq5	slasq5	src/lapack/auxiliary/slasq5.c
4_PLAIN_IN_SOURCE	slasq6	slasq6	src/lapack/auxiliary/slasq6.c
4_PLAIN_IN_SOURCE	slasr	slasr	src/lapack/computational/slasr.c
4_PLAIN_IN_SOURCE	slassq	slassq	src/lapack/auxiliary/slassq.c
4_PLAIN_IN_SOURCE	slasv2	slasv2_	src/lapack/computational/slasv2.c
4_PLAIN_IN_SOURCE	slaswp	slaswp	src/lapack/auxiliary/laswp.c
4_PLAIN_IN_SOURCE	slatbs	slatbs	src/lapack/auxiliary/slatbs.c
4_PLAIN_IN_SOURCE	slatdf	slatdf	src/lapack/auxiliary/slatdf.c
4_PLAIN_IN_SOURCE	slatps	slatps	src/lapack/auxiliary/slatps.c
4_PLAIN_IN_SOURCE	slatrd	slatrd	src/lapack/auxiliary/slatrd.c
4_PLAIN_IN_SOURCE	slatrs	slatrs	src/lapack/auxiliary/slatrs.c
4_PLAIN_IN_SOURCE	slatrz	slatrz	src/lapack/auxiliary/slatrz.c
4_PLAIN_IN_SOURCE	slauu2	slauu2	src/lapack/auxiliary/slauu2.c
4_PLAIN_IN_SOURCE	slauum	slauum	src/lapack/auxiliary/slauum.c
4_PLAIN_IN_SOURCE	somatadd	somatadd	src/blas/level3/blas_ext_compat.c
4_PLAIN_IN_SOURCE	somatcopy	somatcopy	src/blas/level3/blas_ext_compat.c
4_PLAIN_IN_SOURCE	somatcopy2	somatcopy2	src/blas/level3/blas_ext_compat.c
4_PLAIN_IN_SOURCE	somatcopy_batch	somatcopy_batch	src/blas/level3/blas_ext_compat.c
4_PLAIN_IN_SOURCE	somatcopy_batch_strided	somatcopy_batch_strided	src/blas/level3/blas_ext_compat.c
4_PLAIN_IN_SOURCE	sorg2l	sorg2l	src/lapack/computational/sorg2l.c
4_PLAIN_IN_SOURCE	sorgbr	sorgbr	src/lapack/computational/sorgbr.c
4_PLAIN_IN_SOURCE	sorgl2	sorgl2	src/lapack/computational/sorgl2.c
4_PLAIN_IN_SOURCE	sorglq	sorglq	src/lapack/drivers/qr_householder_ref.c
4_PLAIN_IN_SOURCE	sorgql	sorgql	src/lapack/computational/sorgql.c
4_PLAIN_IN_SOURCE	sorgr2	sorgr2	src/lapack/computational/sorgr2.c
4_PLAIN_IN_SOURCE	sorgrq	sorgrq	src/lapack/computational/sorgrq.c
4_PLAIN_IN_SOURCE	sormlq	sormlq	src/lapack/computational/sormlq.c
4_PLAIN_IN_SOURCE	sormql	sormql	src/lapack/computational/sormql.c
4_PLAIN_IN_SOURCE	sormr3	sormr3	src/lapack/computational/sormr3.c
4_PLAIN_IN_SOURCE	sormrq	sormrq	src/lapack/computational/sormrq.c
4_PLAIN_IN_SOURCE	sormrz	sormrz	src/lapack/computational/sormrz.c
4_PLAIN_IN_SOURCE	spbcon	spbcon	src/lapack/computational/spbcon.c
4_PLAIN_IN_SOURCE	spbequ	spbequ	src/lapack/computational/spbequ.c
4_PLAIN_IN_SOURCE	spbrfs	spbrfs	src/lapack/computational/spbrfs.c
4_PLAIN_IN_SOURCE	spbsv	spbsv	src/lapack/drivers/posv_pbsv_ppsv_impl.c
4_PLAIN_IN_SOURCE	spbsvx	spbsvx	src/lapack/drivers/missing_stubs.c
4_PLAIN_IN_SOURCE	spbtrf	spbtrf	src/lapack/computational/spbtrf.c
4_PLAIN_IN_SOURCE	spbtrs	spbtrs	src/lapack/computational/spbtrs.c
4_PLAIN_IN_SOURCE	spocon	spocon	src/lapack/computational/spocon.c
4_PLAIN_IN_SOURCE	spoequ	spoequ	src/lapack/computational/spoequ.c
4_PLAIN_IN_SOURCE	sporfs	sporfs	src/lapack/computational/sporfs.c
4_PLAIN_IN_SOURCE	sposv	sposv	src/lapack/drivers/posv_pbsv_ppsv_impl.c
4_PLAIN_IN_SOURCE	sposvx	sposvx_	src/lapack/drivers/missing_stubs.c
4_PLAIN_IN_SOURCE	sposvxx	sposvxx	src/lapack/drivers/extra_precise_stubs.c
4_PLAIN_IN_SOURCE	sppcon	sppcon	src/lapack/computational/sppcon.c
4_PLAIN_IN_SOURCE	sppequ	sppequ	src/lapack/computational/sppequ.c
4_PLAIN_IN_SOURCE	spprfs	spprfs	src/lapack/computational/spprfs.c
4_PLAIN_IN_SOURCE	sppsv	sppsv	src/lapack/drivers/posv_pbsv_ppsv_impl.c
4_PLAIN_IN_SOURCE	sppsvx	sppsvx	src/lapack/drivers/missing_stubs.c
4_PLAIN_IN_SOURCE	spptrf	spptrf	src/lapack/computational/spptrf.c
4_PLAIN_IN_SOURCE	spptri	spptri	src/lapack/computational/spptri.c
4_PLAIN_IN_SOURCE	spptrs	spptrs	src/lapack/computational/spptrs.c
4_PLAIN_IN_SOURCE	sptcon	sptcon	src/lapack/computational/sptcon.c
4_PLAIN_IN_SOURCE	spteqr	spteqr	src/lapack/computational/spteqr.c
4_PLAIN_IN_SOURCE	sptsv	sptsv	src/lapack/drivers/ptsv_ref.c
4_PLAIN_IN_SOURCE	sptsvx	sptsvx	src/lapack/drivers/ptsv_ref.c
4_PLAIN_IN_SOURCE	ssbev	ssbev	src/lapack/drivers/sbev_ref.c
4_PLAIN_IN_SOURCE	ssbevd	ssbevd	src/lapack/drivers/missing_stubs.c
4_PLAIN_IN_SOURCE	ssbevx	ssbevx	src/lapack/drivers/missing_stubs.c
4_PLAIN_IN_SOURCE	ssbgv	ssbgv	src/lapack/drivers/banded_eigenvalue_ref.c
4_PLAIN_IN_SOURCE	ssbgvd	ssbgvd	src/lapack/drivers/banded_eigenvalue_ref.c
4_PLAIN_IN_SOURCE	ssbgvx	ssbgvx	src/lapack/drivers/banded_eigenvalue_ref.c
4_PLAIN_IN_SOURCE	ssbtrf	ssbtrf	src/lapack/computational/ssbtrf.c
4_PLAIN_IN_SOURCE	sspcon	sspcon	src/lapack/computational/sspcon.c
4_PLAIN_IN_SOURCE	sspev	sspev	src/lapack/drivers/packed_eigenvalue_ref.c
4_PLAIN_IN_SOURCE	sspevd	sspevd	src/lapack/drivers/packed_eigenvalue_ref.c
4_PLAIN_IN_SOURCE	sspevx	sspevx	src/lapack/drivers/packed_eigenvalue_ref.c
4_PLAIN_IN_SOURCE	sspgv	sspgv	src/lapack/drivers/packed_eigenvalue_ref.c
4_PLAIN_IN_SOURCE	sspgvd	sspgvd	src/lapack/drivers/packed_eigenvalue_ref.c
4_PLAIN_IN_SOURCE	sspgvx	sspgvx	src/lapack/drivers/packed_eigenvalue_ref.c
4_PLAIN_IN_SOURCE	ssprfs	ssprfs	src/lapack/computational/ssprfs.c
4_PLAIN_IN_SOURCE	sspsv	sspsv	src/lapack/drivers/spsv_ref.c
4_PLAIN_IN_SOURCE	sspsvx	sspsvx	src/lapack/drivers/spsv_ref.c
4_PLAIN_IN_SOURCE	ssptri	ssptri_	src/lapack/drivers/sytri_ref.c
4_PLAIN_IN_SOURCE	sstedc	sstedc	src/lapack/computational/sstedc.c
4_PLAIN_IN_SOURCE	sstegr	sstegr	src/lapack/computational/sstegr.c
4_PLAIN_IN_SOURCE	ssteqr	ssteqr	src/lapack/computational/ssteqr.c
4_PLAIN_IN_SOURCE	ssterf	ssterf	src/lapack/computational/ssterf.c
4_PLAIN_IN_SOURCE	sstev	sstev_	src/lapack/drivers/stev_ref.c
4_PLAIN_IN_SOURCE	sstevd	sstevd	src/lapack/computational/sstevd.c
